orig_header,header,count
"יישובים עירוניים, מושבים שיתופיים 4,999-2,000 תושבים","יישובים עירוניים, מושבים שיתופיים 4,999-2,000 תושבים",1
"יישובים עירוניים, קיבוצים 4,999-2,000 תושבים","יישובים עירוניים, יהודיים 4,999-2,000 תושבים",3
יישובים קהילתיים,יישובים קהילתיים,1
ילדים בגנים של משרד החינוך - גיל 3 /14,ילדים בגנים של משרד החינוך - גיל 3 /14,6
ילדים בגנים של משרד החינוך - גיל 3 /15,ילדים בגנים של משרד החינוך - גיל 3 /15,6
ילדים בגנים של משרד החינוך - גיל 4 /14,ילדים בגנים של משרד החינוך - גיל 3 /14,6
ילדים בגנים של משרד החינוך - גיל 4 /15,ילדים בגנים של משרד החינוך - גיל 3 /15,6
ילדים בגנים של משרד החינוך - גיל 5 /14,ילדים בגנים של משרד החינוך - גיל 3 /14,6
ילדים בגנים של משרד החינוך - גיל 5 /15,ילדים בגנים של משרד החינוך - גיל 3 /15,6
ילדים בגנים של משרד החינוך - גיל 6 /14,ילדים בגנים של משרד החינוך - גיל 3 /14,6
ילדים בגנים של משרד החינוך - גיל 6 /15,ילדים בגנים של משרד החינוך - גיל 3 /15,6
"ילדים בגנים של משרד החינוך - סה""כ /14","ילדים בגנים של משרד החינוך - סה""כ /14",1
"ילדים בגנים של משרד החינוך - סה""כ /15","ילדים בגנים של משרד החינוך - סה""כ /15",1
ילדים בגנים של משרד החינוך גיל 6 /14,ילדים בגנים של משרד החינוך - גיל 3 /14,6
ילדים בגנים של משרד החינוך גיל 6 /15,ילדים בגנים של משרד החינוך - גיל 3 /15,6
ילדים בגנים של משרד החינוך- גיל 5 /14,ילדים בגנים של משרד החינוך - גיל 3 /14,6
ילדים בגנים של משרד החינוך- גיל 5 /15,ילדים בגנים של משרד החינוך - גיל 3 /15,6
יער וחורש - אחוז משטח השיפוט,יער וחורש - אחוז משטח השיפוט,2
"יער וחורש - שטח בקמ""ר","יער וחורש - שטח בקמ""ר",1
יער וחורש -אחוז משטח השיפוט,יער וחורש - אחוז משטח השיפוט,2
"יער וחורש-שטח בקמ""ר -","יער וחורש-שטח בקמ""ר -",1
כבישים -אחוז משטח השיפוט,כבישים -אחוז משטח השיפוט,1
"כבישים-שטח בקמ""ר -","כבישים-שטח בקמ""ר -",1
"כיתות - סה""כ ( - /)","כיתות - סה""כ ( - /)",1
"כיתות - סה""כ ( /)","כיתות - סה""כ ( /)",1
"כיתות - סה""כ /09","כיתות - סה""כ /09",1
"כיתות - סה""כ /11","כיתות - סה""כ /11",1
"כיתות - סה""כ /12","כיתות - סה""כ /12",1
"כיתות - סה""כ /13","כיתות - סה""כ /13",1
"כיתות - סה""כ /14","כיתות - סה""כ /14",1
"כיתות - סה""כ /15","כיתות - סה""כ /15",1
"כיתות - סה""כ /","כיתות - סה""כ /",1
"כיתות - סה""כ תש""ע /10","כיתות - סה""כ תש""ע /10",1
"כיתות - סה""כ","כיתות - סה""כ",1
כיתות בבתי ספר בחטיבות ביניים,כיתות בבתי ספר בחטיבות ביניים,1
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) ( - /),כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) ( /),1
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) ( /),כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /,1
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /09,כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /09,1
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /11,כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /11,1
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /12,כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /12,1
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /13,כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /13,1
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /14,כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /14,1
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /15,כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /15,1
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) /,כיתות בבתי ספר יסודיים (כולל חינוך מיוחד),2
"כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) תש""ע /10","כיתות בבתי ספר יסודיים (כולל חינוך מיוחד) תש""ע /10",1
כיתות בבתי ספר יסודיים (כולל חינוך מיוחד),כיתות בבתי ספר יסודיים (כולל חינוך מיוחד),2
כיתות בבתי ספר על יסודיים,כיתות בבתי ספר על יסודיים,2
כיתות בבתי ספר על-יסודיים ( - /),כיתות בבתי ספר על-יסודיים ( /),2
כיתות בבתי ספר על-יסודיים ( /),כיתות בבתי ספר על-יסודיים ( /),2
כיתות בבתי ספר על-יסודיים /09,כיתות בבתי ספר על-יסודיים /09,1
כיתות בבתי ספר על-יסודיים /11,כיתות בבתי ספר על-יסודיים /11,1
כיתות בבתי ספר על-יסודיים /12,כיתות בבתי ספר על-יסודיים /12,1
כיתות בבתי ספר על-יסודיים /13,כיתות בבתי ספר על-יסודיים /13,1
כיתות בבתי ספר על-יסודיים /14,כיתות בבתי ספר על-יסודיים /14,1
כיתות בבתי ספר על-יסודיים /15,כיתות בבתי ספר על-יסודיים /15,1
כיתות בבתי ספר על-יסודיים /,כיתות בבתי ספר על-יסודיים /,1
"כיתות בבתי ספר על-יסודיים תש""ע /10","כיתות בבתי ספר על-יסודיים תש""ע /10",1
כיתות בבתי ספר על-יסודיים,כיתות בבתי ספר על יסודיים,2
כיתות בבתי ספר תיכוניים ( - /),כיתות בבתי ספר תיכוניים ( /),2
כיתות בבתי ספר תיכוניים ( /),כיתות בבתי ספר תיכוניים ( /),2
כיתות בבתי ספר תיכוניים /09,כיתות בבתי ספר תיכוניים /09,1
כיתות בבתי ספר תיכוניים /11,כיתות בבתי ספר תיכוניים /11,1
כיתות בבתי ספר תיכוניים /12,כיתות בבתי ספר תיכוניים /12,1
כיתות בבתי ספר תיכוניים /13,כיתות בבתי ספר תיכוניים /13,1
כיתות בבתי ספר תיכוניים /14,כיתות בבתי ספר תיכוניים /14,1
כיתות בבתי ספר תיכוניים /15,כיתות בבתי ספר תיכוניים /15,1
כיתות בבתי ספר תיכוניים /,כיתות בבתי ספר תיכוניים,3
"כיתות בבתי ספר תיכוניים תש""ע /10","כיתות בבתי ספר תיכוניים תש""ע /10",1
כיתות בבתי ספר תיכוניים,כיתות בבתי ספר תיכוניים,3
כיתות בבתי ספר תיכונים,כיתות בבתי ספר תיכוניים,3
כיתות בחטיבות ביניים ( - /),כיתות בחטיבות ביניים ( /),2
כיתות בחטיבות ביניים ( /),כיתות בחטיבות ביניים ( /),2
כיתות בחטיבות ביניים /09,כיתות בחטיבות ביניים /09,1
כיתות בחטיבות ביניים /11,כיתות בחטיבות ביניים /11,1
כיתות בחטיבות ביניים /12,כיתות בחטיבות ביניים /12,1
כיתות בחטיבות ביניים /13,כיתות בחטיבות ביניים /13,1
כיתות בחטיבות ביניים /14,כיתות בחטיבות ביניים /14,1
כיתות בחטיבות ביניים /15,כיתות בחטיבות ביניים /15,1
כיתות בחטיבות ביניים /,כיתות בחטיבות ביניים /,1
"כיתות בחטיבות ביניים תש""ע /10","כיתות בחטיבות ביניים תש""ע /10",1
כיתות בחטיבות ביניים,כיתות בחטיבות ביניים,1
"כלי רכב מנועיים - סה""כ","כלי רכב מנועיים - סה""כ",1
"כלי רכב מנועיים - שיעור ל-1,000 תושבים","כלי רכב מנועיים - שיעור ל-1,000 תושבים",1
"כמות משקעים ממוצעות במ""מ (-)","כמות משקעים ממוצעות במ""מ (-)",2
"כמות משקעים ממוצעת במ""מ (-)","כמות משקעים ממוצעות במ""מ (-)",2
כרייה וחציבה -אחוז משטח השיפוט,כרייה וחציבה -אחוז משטח השיפוט,1
"כרייה וחציבה-שטח בקמ""ר -","כרייה וחציבה-שטח בקמ""ר -",1
לידות חי,לידות חי,1
"מאזן הגירה - סה""כ","מאזן הגירה - סה""כ",1
"מאזן הגירה פנימית מתוך סה""כ מאזן הגירה","מאזן הגירה פנימית מתוך סה""כ מאזן הגירה",1
מאזן הגירה פנימית,מאזן הגירה פנימית,1
"מבוטחים בקופת חולים - סה""כ (סוף שנה)","מבוטחים בקופת חולים - סה""כ (סוף שנה)",1
"מבוטחים בקופת חולים - סה""כ","מבוטחים בקופת חולים - סה""כ",1
מבנים חקלאיים - אחוז משטח השיפוט,מבנים חקלאיים - אחוז משטח השיפוט,1
"מבנים חקלאיים - שטח בקמ""ר","מבנים חקלאיים - שטח בקמ""ר",1
מבנים חקלאיים ללא אפיון -אחוז משטח השיפוט,מבנים חקלאיים ללא אפיון -אחוז משטח השיפוט,1
"מבנים חקלאיים ללא אפיון-שטח בקמ""ר -","מבנים חקלאיים ללא אפיון-שטח בקמ""ר -",1
מגורים - אחוז משטח השיפוט,מגורים - אחוז משטח השיפוט,1
"מגורים - שטח בקמ""ר","מגורים - שטח בקמ""ר",1
מגורים-אחוז משטח השיפוט -,מגורים-אחוז משטח השיפוט -,1
"מגורים-שטח בקמ""ר -","מגורים-שטח בקמ""ר -",1
"מדד אי-השוויון - שכירים (מדד ג'יני, 0 שוויון מלא) ב-","מדד אי-השוויון - שכירים (מדד ג'יני, 0 שוויון מלא) ב-",2
"מדד אי-השיוויון - שכירים (מדד ג'יני, 0 שוויון מלא) ב-","מדד אי-השוויון - שכירים (מדד ג'יני, 0 שוויון מלא) ב-",2
מדד אי-השיוויון של שכירים (ג'יני) ב-1,מדד אי-השיוויון של שכירים (ג'יני) ב-1,1
מדד אי-השיוויון של שכירים (ג'יני) ב-,מדד אי-השיוויון של שכירים (ג'יני) ב-,1
"מדד חברתי-כלכלי - אשכול (מ-1 עד 10, 1 הנמוך ביותר)","מדד חברתי-כלכלי - אשכול (מ-1 עד 10, 1 הנמוך ביותר)",1
"מדד חברתי-כלכלי - דירוג (מ-1 עד 252, 1 הנמוך ביותר)","מדד חברתי-כלכלי - דירוג (מ-1 עד 252, 1 הנמוך ביותר)",1
"מדד חברתי-כלכלי - דירוג (מ-1 עד 255, 1 הנמוך ביותר)","מדד חברתי-כלכלי - דירוג (מ-1 עד 255, 1 הנמוך ביותר)",1
