header,orig_header,count
"הכנסה חודשית ממוצעת של עצמאי במשך השנה (ש""ח)","הכנסה ממוצעת לחודש של העצמאים ב- (ש""ח)",2
תקבולים בתקציב הבלתי רגיל/הכנסות אחרות,הכנסות אחרות/אחוז שינוי ראלי לעומת שנה קודמת,2
תקבולים בתקציב הבלתי רגיל/הכנסות אחרות,"הכנסות אחרות/אלפי ש""ח",2
"הכנסות עצמיות של הרשות (אלפי ש""ח)","הכנסות עצמיות של הרשות (אלפי ש""ח)",1
"הכנסות עצמיות של הרשות מחינוך (אלפי ש""ח)","הכנסות עצמיות של הרשות מחינוך (אלפי ש""ח)",1
"הכנסות עצמיות של הרשות מחינוך (ש""ח לנפש)","הכנסות עצמיות של הרשות מחינוך (ש""ח לנפש)",1
הכנסות עצמיות של הרשות מחינוך - אחוז שינוי ריאלי,הכנסות עצמיות של הרשות מחינוך - אחוז שינוי ראלי לעומת,2
הכנסות עצמיות של הרשות מחינוך - אחוז שינוי ריאלי,הכנסות עצמיות של הרשות מחינוך - אחוז שינוי ריאלי לעומת,2
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הכנסות עצמיות של הרשות מחינוך/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הכנסות עצמיות של הרשות מחינוך/אלפי ש""ח",53
"הכנסות עצמיות של הרשות מרווחה (אלפי ש""ח)","הכנסות עצמיות של הרשות מרווחה (אלפי ש""ח)",1
"הכנסות עצמיות של הרשות מרווחה (ש""ח לנפש)","הכנסות עצמיות של הרשות מרווחה (ש""ח לנפש)",1
הכנסות עצמיות של הרשות מרווחה - אחוז שינוי ריאלי,הכנסות עצמיות של הרשות מרווחה - אחוז שינוי ראלי לעומת,2
הכנסות עצמיות של הרשות מרווחה - אחוז שינוי ריאלי,הכנסות עצמיות של הרשות מרווחה - אחוז שינוי ריאלי לעומת,2
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הכנסות עצמיות של הרשות מרווחה/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הכנסות עצמיות של הרשות מרווחה/אלפי ש""ח",53
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הכנסות עצמיות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הכנסות עצמיות של הרשות/אלפי ש""ח",53
"הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלים (אלפי ש""ח)","הכנסות של הרשות בתקציב בלתי רגיל - השתתפות בעלים (אלפי ש""ח)",3
"הכנסות של הרשות מתקציב בלתי רגיל - השתתפות משרדי ממשלה (אלפי ש""ח)","הכנסות של הרשות בתקציב בלתי רגיל - השתתפות משרדי ממשלה (אלפי ש""ח)",2
הכנסות של הרשות מתקציב בלתי רגיל - מלוות (אחוז שינוי ריאלי),הכנסות של הרשות בתקציב בלתי רגיל - מלוות (אחוז שינוי ראלי לעומת ),3
"הכנסות של הרשות מתקציב בלתי רגיל - מלוות (אלפי ש""ח)","הכנסות של הרשות בתקציב בלתי רגיל - מלוות (אלפי ש""ח)",2
הכנסות של הרשות מתקציב בלתי רגיל - מלוות (אחוז שינוי ריאלי),הכנסות של הרשות בתקציב הבלתי רגיל - מלוות (אחוז שינוי ריאלי לעומת ),3
"הכנסות של הרשות מארנונה (אלפי ש""ח)","הכנסות של הרשות מארנונה (אלפי ש""ח)",1
"הכנסות של הרשות מארנונה (גבייה) (אלפי ש""ח)","הכנסות של הרשות מארנונה (גבייה) (אלפי ש""ח)",1
"הכנסות של הרשות מארנונה (גבייה) (ש""ח לנפש)","הכנסות של הרשות מארנונה (גבייה) (ש""ח לנפש)",2
הכנסות של הרשות מארנונה (גבייה) - אחוז שינוי ריאלי,הכנסות של הרשות מארנונה (גבייה) - אחוז שינוי ראלי לעומת,3
הכנסות של הרשות מארנונה (גבייה) - אחוז שינוי ריאלי,הכנסות של הרשות מארנונה (גבייה) - אחוז שינוי ריאלי לעומת 200,3
הכנסות של הרשות מארנונה (גבייה) - אחוז שינוי ריאלי,הכנסות של הרשות מארנונה (גבייה) - אחוז שינוי ריאלי לעומת,3
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הכנסות של הרשות מארנונה (גבייה)/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הכנסות של הרשות מארנונה (גבייה)/אלפי ש""ח",53
"הכנסות של הרשות מארנונה (גבייה) (ש""ח לנפש)","הכנסות של הרשות מארנונה (ש""ח לנפש)",2
הכנסות של הרשות מארנונה - אחוז שינוי ריאלי לעומת,הכנסות של הרשות מארנונה - אחוז שינוי ריאלי לעומת,1
"הכנסות של הרשות מארנונה לא למגורים (גבייה) (אלפי ש""ח)","הכנסות של הרשות מארנונה לא למגורים (גבייה) (אלפי ש""ח)",1
"סך כולל הכנסות של הרשות/אלפי ש""ח","הכנסות של הרשות מארנונה לא למגורים (גבייה)/אלפי ש""ח",53
"הכנסות של הרשות מארנונה למגורים (גבייה) (אלפי ש""ח)","הכנסות של הרשות מארנונה למגורים (אלפי ש""ח)*",5
"הכנסות של הרשות מארנונה למגורים (גבייה) (אלפי ש""ח)","הכנסות של הרשות מארנונה למגורים (אלפי ש""ח)1",5
"הכנסות של הרשות מארנונה למגורים (גבייה) (אלפי ש""ח)","הכנסות של הרשות מארנונה למגורים (אלפי ש""ח)",5
"הכנסות של הרשות מארנונה למגורים (גבייה) (אלפי ש""ח)","הכנסות של הרשות מארנונה למגורים (גבייה) (אלפי ש""ח)1",5
"הכנסות של הרשות מארנונה למגורים (גבייה) (אלפי ש""ח)","הכנסות של הרשות מארנונה למגורים (גבייה) (אלפי ש""ח)",5
הכנסות של הרשות מארנונה למגורים (גבייה) - אחוז שינוי ריאלי,הכנסות של הרשות מארנונה למגורים (גבייה) - אחוז שינוי ראלי לעומת,3
הכנסות של הרשות מארנונה למגורים (גבייה) - אחוז שינוי ריאלי,הכנסות של הרשות מארנונה למגורים (גבייה)- אחוז שינוי ראלי לעומת,3
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הכנסות של הרשות מארנונה למגורים (גבייה)/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הכנסות של הרשות מארנונה למגורים (גבייה)/אלפי ש""ח",53
הכנסות של הרשות מארנונה למגורים (גבייה) - אחוז שינוי ריאלי,הכנסות של הרשות מארנונה למגורים - אחוז שינוי ראלי לעומת,3
הכנסות של הרשות מארנונה למגורים -יחס גבייה ב-% לכלל החיובים,הכנסות של הרשות מארנונה למגורים -יחס גבייה ב-% לכלל החיובים,1
הכנסות של הרשות מארנונה למגורים/יחס גבייה ב-% לכלל החיובים,הכנסות של הרשות מארנונה למגורים/יחס גבייה ב-% לכלל החיובים,1
"הכנסות של הרשות מחינוך (אלפי ש""ח)","הכנסות של הרשות מחינוך (אלפי ש""ח)",1
"הכנסות של הרשות מחינוך (ש""ח לנפש)","הכנסות של הרשות מחינוך (ש""ח לנפש)",1
הכנסות של הרשות מחינוך - אחוז שינוי ריאלי,הכנסות של הרשות מחינוך - אחוז שינוי ראלי לעומת,2
הכנסות של הרשות מחינוך - אחוז שינוי ריאלי,הכנסות של הרשות מחינוך - אחוז שינוי ריאלי לעומת,2
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הכנסות של הרשות מחינוך/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הכנסות של הרשות מחינוך/אלפי ש""ח",53
"הכנסות של הרשות ממפעל המים (אלפי ש""ח)","הכנסות של הרשות ממפעל המים (אלפי ש""ח)",1
"הכנסות של הרשות ממפעל המים (ש""ח לנפש)","הכנסות של הרשות ממפעל המים (ש""ח לנפש)",1
הכנסות של הרשות ממפעל המים - אחוז שינוי ריאלי,הכנסות של הרשות ממפעל המים - אחוז שינוי ראלי לעומת,2
הכנסות של הרשות ממפעל המים - אחוז שינוי ריאלי,הכנסות של הרשות ממפעל המים - אחוז שינוי ריאלי לעומת,2
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הכנסות של הרשות ממפעל המים/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הכנסות של הרשות ממפעל המים/אלפי ש""ח",53
"הכנסות של הרשות ממשרד החינוך (אלפי ש""ח)","הכנסות של הרשות ממשרד החינוך (אלפי ש""ח)",1
"סך כולל הכנסות של הרשות/אלפי ש""ח","הכנסות של הרשות ממשרד החינוך/אלפי ש""ח",53
"הכנסות של הרשות ממשרד הרווחה (אלפי ש""ח)","הכנסות של הרשות ממשרד הרווחה (אלפי ש""ח)",1
"סך כולל הכנסות של הרשות/אלפי ש""ח","הכנסות של הרשות ממשרד הרווחה/אלפי ש""ח",53
"הכנסות של הרשות מרווחה (אלפי ש""ח)","הכנסות של הרשות מרווחה (אלפי ש""ח)",1
"הכנסות של הרשות מרווחה (ש""ח לנפש)","הכנסות של הרשות מרווחה (ש""ח לנפש)",1
הכנסות של הרשות מרווחה - אחוז שינוי ריאלי,הכנסות של הרשות מרווחה - אחוז שינוי ראלי לעומת,2
הכנסות של הרשות מרווחה - אחוז שינוי ריאלי,הכנסות של הרשות מרווחה - אחוז שינוי ריאלי לעומת,2
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הכנסות של הרשות מרווחה/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הכנסות של הרשות מרווחה/אלפי ש""ח",53
"הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלים (אלפי ש""ח)","הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלי נכסים (אלפי ש""ח)",3
